Date,Store_ID,Store_Location,Product_ID,Product_Category,Product_Subcategory,Brand,Unit_Price,Units_Sold,Total_Sales,Discount_Percentage,Revenue,Customer_Type,Payment_Mode,Promotion_Applied,Stock_On_Hand,Store_Rating,Region,Holiday_Flag
2023-06-06,STR_101,Mumbai,PRD_960,Electronics,Laptops,Sony,24744.32,44,1088750.08,20,871000.0640000001,New,UPI,Yes,318,4.4,West,0
2023-08-07,STR_107,Kolkata,PRD_713,Groceries,Snacks,Britannia,2180.11,5,10900.550000000001,0,10900.550000000001,New,Credit Card,No,258,4.2,East,0
2023-02-27,STR_103,Delhi,PRD_610,Groceries,Beverages,Nestle,34941.93,41,1432619.1300000001,20,1146095.3040000002,Returning,Debit Card,Yes,131,3.5,North,0
2024-02-26,STR_102,Bangalore,PRD_233,Sports,Athletics,Yonex,45032.45,23,1035746.35,10,932171.715,Returning,UPI,Yes,149,3.7,South,0
2023-01-09,STR_108,Ahmedabad,PRD_676,Electronics,Mobiles,Samsung,24278.92,37,898320.0399999999,20,718656.032,New,UPI,No,262,4.9,West,0
2023-02-08,STR_101,Mumbai,PRD_576,Sports,Athletics,Adidas,43391.25,2,86782.5,5,82443.375,Returning,Credit Card,No,455,4.3,West,0
2024-03-15,STR_106,Hyderabad,PRD_849,Sports,Outdoor,Decathlon,28088.66,1,28088.66,0,28088.66,New,Credit Card,No,191,4.7,South,0
2023-05-25,STR_105,Pune,PRD_996,Fashion,Women Clothing,Puma,24567.48,29,712456.92,15,605588.382,Returning,UPI,No,383,5.0,West,0
2024-06-17,STR_106,Hyderabad,PRD_458,Groceries,Beverages,Britannia,13824.75,45,622113.75,20,497691.0,Returning,Cash,No,454,4.8,South,0
2023-12-22,STR_105,Pune,PRD_121,Groceries,Household,Tata,19030.25,28,532847.0,10,479562.3,New,Cash,No,62,3.7,West,0
2023-03-16,STR_103,Delhi,PRD_770,Fashion,Footwear,H&M,38705.38,32,1238572.16,5,1176643.552,New,UPI,No,218,3.7,North,0
2024-11-29,STR_106,Hyderabad,PRD_156,Groceries,Household,Nestle,46775.47,5,233877.35,15,198795.7475,New,Debit Card,No,293,3.8,South,0
2024-10-09,STR_103,Delhi,PRD_141,Electronics,Laptops,Samsung,22827.71,22,502209.62,20,401767.696,Returning,Debit Card,No,284,4.6,North,0
2024-05-20,STR_104,Chennai,PRD_961,Fashion,Men Clothing,Levis,10547.1,23,242583.30000000002,15,206195.80500000002,Returning,Credit Card,Yes,353,4.4,South,0
2023-10-22,STR_105,Pune,PRD_523,Sports,Gym Equipment,Decathlon,47315.98,46,2176535.08,20,1741228.0640000002,New,Cash,No,489,4.4,West,0
2024-07-27,STR_102,Bangalore,PRD_577,Fashion,Women Clothing,Nike,19715.12,3,59145.36,5,56188.092,Returning,Debit Card,No,485,4.3,South,0
2023-07-25,STR_106,Hyderabad,PRD_789,Electronics,Laptops,Apple,36621.36,13,476077.68,15,404666.028,Returning,Cash,No,171,3.9,South,0
2024-09-19,STR_103,Delhi,PRD_468,Sports,Outdoor,Adidas,28086.63,8,224693.04,5,213458.388,New,Credit Card,No,231,4.9,North,0
2023-08-14,STR_102,Bangalore,PRD_153,Electronics,Mobiles,Samsung,17994.02,9,161946.18,15,137654.253,New,Cash,No,183,4.2,South,0
2024-12-23,STR_108,Ahmedabad,PRD_243,Sports,Gym Equipment,Decathlon,2443.14,17,41533.38,15,35303.373,Returning,UPI,No,173,4.7,West,0
2023-12-06,STR_108,Ahmedabad,PRD_920,Fashion,Footwear,Levis,5913.41,37,218796.16999999998,10,196916.55299999999,Returning,Credit Card,Yes,227,4.6,West,0
2024-10-11,STR_108,Ahmedabad,PRD_759,Home Appliances,Kitchen,Whirlpool,25264.11,14,353697.54000000004,0,353697.54000000004,New,UPI,No,390,3.7,West,1
2023-04-07,STR_107,Kolkata,PRD_682,Sports,Gym Equipment,Adidas,1712.58,9,15413.22,0,15413.22,Returning,Credit Card,No,353,4.9,East,0
2023-08-12,STR_104,Chennai,PRD_569,Fashion,Footwear,Nike,31261.37,24,750272.88,15,637731.948,New,Debit Card,No,481,3.9,South,0
2023-10-10,STR_106,Hyderabad,PRD_562,Sports,Athletics,Adidas,47457.3,12,569487.6000000001,15,484064.4600000001,Returning,Credit Card,No,363,3.7,South,0
2024-09-01,STR_106,Hyderabad,PRD_774,Electronics,Accessories,Apple,6478.41,36,233222.76,20,186578.208,Returning,Debit Card,Yes,156,4.4,South,0
2024-08-10,STR_103,Delhi,PRD_820,Fashion,Men Clothing,Puma,18487.51,4,73950.04,0,73950.04,Returning,UPI,No,227,4.0,North,0
2024-02-04,STR_104,Chennai,PRD_982,Home Appliances,Cleaning,Prestige,18046.11,31,559429.41,5,531457.9395,Returning,UPI,Yes,105,3.5,South,0
2024-12-23,STR_103,Delhi,PRD_261,Groceries,Beverages,Amul,40636.98,26,1056561.48,15,898077.2579999999,Returning,Credit Card,No,314,4.5,North,0
2023-05-16,STR_101,Mumbai,PRD_228,Fashion,Footwear,Puma,8547.49,34,290614.66,5,276083.92699999997,New,Cash,No,68,4.1,West,0
2024-07-13,STR_102,Bangalore,PRD_502,Electronics,Accessories,Apple,20427.89,23,469841.47,15,399365.2495,Returning,Debit Card,No,284,4.8,South,0
2024-11-04,STR_101,Mumbai,PRD_123,Electronics,Mobiles,Sony,40648.2,11,447130.19999999995,20,357704.16,New,Cash,No,65,3.6,West,0
2023-11-06,STR_107,Kolkata,PRD_413,Sports,Athletics,Adidas,32948.99,3,98846.97,10,88962.273,New,Cash,Yes,403,4.9,East,0
2023-02-18,STR_108,Ahmedabad,PRD_342,Home Appliances,Cleaning,LG,42587.4,4,170349.6,20,136279.68000000002,Returning,Debit Card,No,254,4.5,West,0
2024-09-07,STR_102,Bangalore,PRD_383,Sports,Athletics,Decathlon,44086.92,24,1058086.08,5,1005181.7760000001,New,UPI,Yes,419,4.4,South,0
2023-06-16,STR_108,Ahmedabad,PRD_294,Fashion,Men Clothing,H&M,3624.94,18,65248.92,10,58724.028,Returning,Debit Card,No,232,4.7,West,0
2024-12-06,STR_105,Pune,PRD_006,Home Appliances,Lighting,Philips,31916.96,9,287252.64,15,244164.744,Returning,Debit Card,Yes,395,4.6,West,0
2023-08-04,STR_107,Kolkata,PRD_529,Sports,Athletics,Yonex,8990.25,15,134853.75,5,128111.0625,Returning,Debit Card,No,471,4.7,East,0
2023-09-04,STR_103,Delhi,PRD_754,Fashion,Men Clothing,Puma,2607.79,24,62586.96,15,53198.916,New,Credit Card,Yes,440,4.6,North,0
2023-01-24,STR_108,Ahmedabad,PRD_700,Electronics,Mobiles,Samsung,4095.87,19,77821.53,0,77821.53,New,Credit Card,No,355,3.6,West,0
2023-03-21,STR_107,Kolkata,PRD_865,Home Appliances,Lighting,Philips,27054.39,17,459924.63,15,390935.9355,Returning,Cash,No,446,3.6,East,0
2024-05-01,STR_108,Ahmedabad,PRD_409,Groceries,Beverages,Nestle,6277.6,28,175772.80000000002,15,149406.88,New,UPI,Yes,343,4.0,West,0
2023-07-28,STR_108,Ahmedabad,PRD_159,Fashion,Women Clothing,Nike,7571.93,32,242301.76,20,193841.40800000002,Returning,Cash,No,260,4.5,West,0
2023-09-17,STR_101,Mumbai,PRD_906,Groceries,Snacks,Tata,49452.56,23,1137408.88,10,1023667.992,Returning,Cash,Yes,52,4.6,West,0
2024-06-27,STR_106,Hyderabad,PRD_144,Sports,Athletics,Decathlon,20209.58,2,40419.16,5,38398.202000000005,New,Debit Card,Yes,244,4.5,South,0
2024-01-11,STR_108,Ahmedabad,PRD_110,Electronics,Laptops,OnePlus,5551.65,42,233169.3,10,209852.37,New,Cash,No,105,4.6,West,0
2023-06-24,STR_102,Bangalore,PRD_644,Home Appliances,Lighting,LG,39307.37,34,1336450.58,15,1135982.993,Returning,Credit Card,No,317,4.0,South,0
2024-02-21,STR_104,Chennai,PRD_085,Groceries,Household,Tata,10355.12,43,445270.16000000003,15,378479.636,New,Debit Card,Yes,342,3.6,South,0
2023-02-01,STR_102,Bangalore,PRD_282,Fashion,Footwear,Nike,2125.08,2,4250.16,5,4037.6519999999996,Returning,Debit Card,No,422,5.0,South,0
2024-02-12,STR_107,Kolkata,PRD_935,Electronics,Laptops,Sony,42110.88,16,673774.08,0,673774.08,New,Credit Card,Yes,427,4.2,East,0
2023-04-24,STR_101,Mumbai,PRD_854,Sports,Athletics,Adidas,44467.9,15,667018.5,10,600316.65,New,Cash,Yes,457,4.3,West,0
2024-01-05,STR_104,Chennai,PRD_159,Sports,Gym Equipment,Adidas,11763.79,20,235275.80000000002,10,211748.22000000003,New,Credit Card,Yes,404,3.8,South,0
2024-12-16,STR_103,Delhi,PRD_174,Electronics,Laptops,Sony,34169.78,20,683395.6,5,649225.82,New,Debit Card,No,201,4.1,North,0
2023-10-23,STR_104,Chennai,PRD_138,Electronics,Mobiles,Sony,26806.83,37,991852.7100000001,10,892667.4390000001,New,Credit Card,No,146,4.0,South,0
2024-08-11,STR_104,Chennai,PRD_259,Sports,Outdoor,Yonex,11875.95,15,178139.25,5,169232.2875,New,UPI,No,219,4.5,South,0
2024-02-07,STR_104,Chennai,PRD_963,Sports,Gym Equipment,Decathlon,40827.11,8,326616.88,15,277624.348,Returning,UPI,Yes,322,3.9,South,0
2023-12-01,STR_101,Mumbai,PRD_702,Electronics,Laptops,Samsung,2237.98,2,4475.96,10,4028.364,Returning,Cash,No,116,4.1,West,0
2023-05-08,STR_108,Ahmedabad,PRD_220,Sports,Gym Equipment,Adidas,11372.2,13,147838.6,20,118270.88,Returning,UPI,No,375,3.8,West,0
2024-03-21,STR_105,Pune,PRD_446,Fashion,Women Clothing,Nike,5602.9,23,128866.7,0,128866.7,Returning,Debit Card,No,109,4.6,West,0
2024-12-20,STR_102,Bangalore,PRD_629,Electronics,Mobiles,OnePlus,48822.48,4,195289.92,20,156231.93600000002,Returning,UPI,Yes,333,4.1,South,0
2024-11-08,STR_106,Hyderabad,PRD_503,Home Appliances,Cleaning,Whirlpool,33089.94,47,1555227.1800000002,10,1399704.4620000003,Returning,Cash,No,341,3.7,South,0
2023-04-28,STR_105,Pune,PRD_033,Sports,Athletics,Adidas,12812.23,46,589362.58,20,471490.064,New,Cash,No,298,4.5,West,0
2023-05-20,STR_101,Mumbai,PRD_005,Sports,Outdoor,Adidas,37682.59,21,791334.3899999999,5,751767.6704999999,New,Credit Card,No,348,4.0,West,0
2023-07-28,STR_102,Bangalore,PRD_851,Groceries,Beverages,Tata,40980.02,7,286860.13999999996,15,243831.11899999995,New,Debit Card,No,346,3.6,South,0
2023-04-24,STR_103,Delhi,PRD_418,Home Appliances,Lighting,Philips,37754.05,3,113262.15000000001,20,90609.72000000002,Returning,Debit Card,No,478,4.7,North,0
2023-09-10,STR_106,Hyderabad,PRD_457,Groceries,Household,Tata,9948.87,40,397954.80000000005,10,358159.32000000007,Returning,Debit Card,No,436,4.0,South,0
2024-11-04,STR_103,Delhi,PRD_100,Fashion,Women Clothing,H&M,19841.96,49,972256.0399999999,5,923643.2379999999,Returning,Credit Card,No,301,5.0,North,0
2023-02-20,STR_103,Delhi,PRD_621,Electronics,Mobiles,OnePlus,8843.59,10,88435.9,5,84014.105,New,Debit Card,No,99,4.6,North,0
2023-07-08,STR_101,Mumbai,PRD_094,Home Appliances,Cleaning,LG,46712.03,32,1494784.96,0,1494784.96,Returning,Credit Card,No,347,3.6,West,0
2023-06-02,STR_101,Mumbai,PRD_758,Electronics,Accessories,Apple,6428.77,21,135004.17,10,121503.75300000001,New,Cash,No,388,3.8,West,0
2023-03-23,STR_108,Ahmedabad,PRD_770,Fashion,Women Clothing,Puma,27659.47,35,968081.4500000001,20,774465.1600000001,Returning,Credit Card,Yes,256,3.8,West,0
2024-06-29,STR_107,Kolkata,PRD_998,Groceries,Snacks,Tata,31944.68,24,766672.3200000001,15,651671.4720000001,New,Cash,No,79,4.7,East,0
2024-08-29,STR_106,Hyderabad,PRD_773,Electronics,Laptops,Apple,23993.25,27,647817.75,5,615426.8624999999,New,UPI,No,485,4.0,South,0
2024-04-20,STR_101,Mumbai,PRD_938,Fashion,Women Clothing,H&M,2361.78,27,63768.060000000005,5,60579.657,New,Debit Card,No,353,4.2,West,0
2023-02-28,STR_104,Chennai,PRD_854,Electronics,Laptops,Sony,49857.59,49,2443021.9099999997,10,2198719.7189999996,New,Cash,Yes,443,3.9,South,0
2023-11-04,STR_107,Kolkata,PRD_719,Electronics,Laptops,OnePlus,6429.19,26,167158.94,0,167158.94,Returning,Cash,No,108,3.6,East,0
2023-10-15,STR_107,Kolkata,PRD_615,Sports,Outdoor,Yonex,3095.99,14,43343.86,0,43343.86,Returning,UPI,Yes,83,4.7,East,0
2023-10-24,STR_101,Mumbai,PRD_126,Fashion,Men Clothing,Levis,8853.61,36,318729.96,0,318729.96,New,Credit Card,No,202,4.8,West,0
2023-01-23,STR_108,Ahmedabad,PRD_667,Home Appliances,Cleaning,Philips,35554.14,1,35554.14,20,28443.312,Returning,Credit Card,Yes,349,4.5,West,0
2023-08-05,STR_105,Pune,PRD_633,Sports,Gym Equipment,Yonex,43019.69,18,774354.42,20,619483.5360000001,New,Credit Card,Yes,431,4.7,West,0
2023-01-23,STR_101,Mumbai,PRD_552,Home Appliances,Lighting,LG,41311.37,12,495736.44000000006,0,495736.44000000006,Returning,Cash,No,236,4.0,West,0
2023-11-29,STR_105,Pune,PRD_393,Home Appliances,Lighting,Whirlpool,38056.04,44,1674465.76,10,1507019.1840000001,New,Credit Card,No,121,3.8,West,0
2024-06-28,STR_107,Kolkata,PRD_075,Electronics,Accessories,Apple,10780.71,5,53903.549999999996,5,51208.37249999999,Returning,Debit Card,Yes,471,4.4,East,0
2023-12-27,STR_107,Kolkata,PRD_143,Sports,Outdoor,Yonex,9849.5,46,453077.0,5,430423.14999999997,New,Cash,No,223,4.3,East,0
2024-02-11,STR_104,Chennai,PRD_462,Home Appliances,Kitchen,Whirlpool,37498.4,26,974958.4,0,974958.4,Returning,Cash,No,138,3.8,South,0
2023-05-15,STR_101,Mumbai,PRD_720,Sports,Gym Equipment,Decathlon,7443.84,30,223315.2,10,200983.68000000002,Returning,Cash,Yes,111,3.6,West,0
2024-03-05,STR_108,Ahmedabad,PRD_049,Fashion,Men Clothing,Nike,33728.01,47,1585216.4700000002,10,1426694.8230000003,Returning,Cash,Yes,65,3.9,West,0
2023-06-07,STR_108,Ahmedabad,PRD_609,Fashion,Men Clothing,Puma,9756.63,29,282942.26999999996,10,254648.04299999998,New,Cash,Yes,372,4.0,West,0
2023-06-12,STR_107,Kolkata,PRD_516,Electronics,Laptops,Apple,15435.37,35,540237.9500000001,15,459202.25750000007,Returning,UPI,No,330,4.8,East,0
2023-05-18,STR_101,Mumbai,PRD_622,Home Appliances,Kitchen,Philips,37325.31,43,1604988.3299999998,5,1524738.9134999998,New,UPI,No,447,4.8,West,0
2024-01-27,STR_106,Hyderabad,PRD_683,Groceries,Beverages,Britannia,46559.27,25,1163981.75,0,1163981.75,New,Cash,No,478,4.8,South,0
2023-05-13,STR_108,Ahmedabad,PRD_550,Sports,Outdoor,Adidas,4541.86,35,158965.09999999998,5,151016.84499999997,New,Debit Card,No,291,3.9,West,0
2024-01-22,STR_108,Ahmedabad,PRD_203,Home Appliances,Lighting,Whirlpool,15025.6,22,330563.2,5,314035.04,Returning,Cash,Yes,139,4.8,West,0
2024-05-01,STR_106,Hyderabad,PRD_215,Fashion,Women Clothing,Levis,18742.21,24,449813.04,15,382341.084,New,Credit Card,No,495,3.6,South,0
2024-07-10,STR_108,Ahmedabad,PRD_423,Sports,Gym Equipment,Adidas,27813.7,35,973479.5,5,924805.5249999999,Returning,Cash,No,483,3.5,West,0
2024-06-19,STR_107,Kolkata,PRD_105,Fashion,Footwear,Nike,47601.07,27,1285228.89,20,1028183.112,Returning,Credit Card,No,144,3.5,East,0
2024-12-04,STR_108,Ahmedabad,PRD_838,Sports,Outdoor,Reebok,29224.45,9,263020.05,0,263020.05,New,Cash,No,136,3.8,West,1
2024-03-18,STR_102,Bangalore,PRD_781,Home Appliances,Kitchen,Whirlpool,13752.11,27,371306.97000000003,0,371306.97000000003,Returning,UPI,No,201,4.9,South,0
2023-11-14,STR_106,Hyderabad,PRD_141,Electronics,Mobiles,OnePlus,9782.48,17,166302.16,5,157987.052,Returning,Credit Card,No,317,4.6,South,0
2023-10-19,STR_103,Delhi,PRD_178,Fashion,Men Clothing,Puma,44570.0,25,1114250.0,5,1058537.5,Returning,Debit Card,No,126,4.8,North,0
2023-05-13,STR_103,Delhi,PRD_411,Home Appliances,Lighting,Whirlpool,15042.29,22,330930.38,10,297837.342,New,UPI,Yes,163,4.3,North,0
2023-10-13,STR_106,Hyderabad,PRD_902,Sports,Athletics,Reebok,18110.09,31,561412.79,10,505271.51100000006,New,UPI,No,366,4.4,South,0
2024-09-04,STR_101,Mumbai,PRD_027,Sports,Gym Equipment,Reebok,36574.93,36,1316697.48,10,1185027.732,Returning,UPI,No,433,4.4,West,0
2023-11-27,STR_102,Bangalore,PRD_867,Electronics,Laptops,OnePlus,47770.11,2,95540.22,5,90763.209,New,Credit Card,No,82,4.0,South,0
2024-05-22,STR_108,Ahmedabad,PRD_913,Sports,Athletics,Decathlon,6535.86,41,267970.26,5,254571.747,New,Debit Card,No,281,4.2,West,0
2024-04-01,STR_106,Hyderabad,PRD_810,Groceries,Household,Nestle,10961.53,16,175384.48,20,140307.584,Returning,UPI,No,103,3.6,South,0
2023-01-25,STR_101,Mumbai,PRD_452,Fashion,Women Clothing,Nike,15080.36,32,482571.52,10,434314.368,New,Debit Card,No,464,3.6,West,0
2023-04-16,STR_103,Delhi,PRD_378,Electronics,Accessories,Samsung,42124.05,22,926729.1000000001,15,787719.7350000001,New,Debit Card,No,437,4.5,North,0
2024-01-07,STR_106,Hyderabad,PRD_756,Fashion,Footwear,H&M,39656.45,8,317251.6,5,301389.01999999996,Returning,UPI,No,484,4.4,South,0
2023-05-03,STR_103,Delhi,PRD_568,Sports,Gym Equipment,Adidas,1700.2,48,81609.6,15,69368.16,Returning,UPI,No,133,4.0,North,0
2024-03-08,STR_101,Mumbai,PRD_832,Home Appliances,Kitchen,LG,47622.19,45,2142998.5500000003,0,2142998.5500000003,Returning,Cash,Yes,303,4.8,West,0
2024-04-25,STR_102,Bangalore,PRD_305,Fashion,Footwear,Puma,46120.19,33,1521966.27,20,1217573.016,Returning,Debit Card,No,97,4.6,South,0
2023-07-20,STR_102,Bangalore,PRD_867,Fashion,Footwear,Nike,8979.67,43,386125.81,5,366819.5195,Returning,Cash,Yes,222,3.7,South,0
2023-08-26,STR_108,Ahmedabad,PRD_502,Electronics,Laptops,Samsung,41072.65,8,328581.2,20,262864.96,Returning,Debit Card,No,496,3.9,West,0
2023-09-27,STR_106,Hyderabad,PRD_146,Fashion,Men Clothing,Puma,44834.62,23,1031196.26,10,928076.6340000001,Returning,Cash,Yes,144,4.6,South,0
2023-09-03,STR_107,Kolkata,PRD_266,Groceries,Household,Nestle,3116.4,4,12465.6,20,9972.480000000001,New,Cash,No,169,4.6,East,0
2024-09-07,STR_102,Bangalore,PRD_281,Electronics,Accessories,Samsung,45781.83,35,1602364.05,0,1602364.05,Returning,Credit Card,No,145,3.8,South,0
2023-11-16,STR_104,Chennai,PRD_353,Home Appliances,Lighting,Whirlpool,37995.67,26,987887.4199999999,10,889098.678,New,Credit Card,No,459,4.2,South,0
2024-09-19,STR_104,Chennai,PRD_571,Sports,Gym Equipment,Yonex,32183.86,23,740228.78,20,592183.0240000001,New,Debit Card,No,107,4.5,South,0
2024-12-30,STR_103,Delhi,PRD_977,Sports,Gym Equipment,Adidas,12820.24,31,397427.44,10,357684.696,Returning,Cash,No,472,4.8,North,0
2024-07-02,STR_107,Kolkata,PRD_947,Fashion,Women Clothing,Levis,13315.11,9,119835.99,15,101860.5915,New,UPI,No,331,4.6,East,0
2023-06-26,STR_108,Ahmedabad,PRD_983,Fashion,Women Clothing,H&M,25099.37,39,978875.4299999999,0,978875.4299999999,Returning,Credit Card,Yes,489,4.9,West,0
2024-12-22,STR_106,Hyderabad,PRD_831,Fashion,Men Clothing,Puma,14800.63,34,503221.42,0,503221.42,New,Cash,Yes,423,3.6,South,0
2024-08-11,STR_104,Chennai,PRD_848,Home Appliances,Kitchen,LG,4122.34,48,197872.32,10,178085.08800000002,Returning,UPI,Yes,344,4.5,South,0
2023-12-17,STR_108,Ahmedabad,PRD_708,Home Appliances,Lighting,Prestige,42227.69,12,506732.28,5,481395.666,New,Credit Card,Yes,348,4.1,West,0
2024-05-15,STR_105,Pune,PRD_691,Groceries,Snacks,Nestle,44166.1,41,1810810.0999999999,0,1810810.0999999999,Returning,Debit Card,Yes,329,4.6,West,0
2023-01-05,STR_106,Hyderabad,PRD_590,Sports,Gym Equipment,Decathlon,22369.69,9,201327.21,15,171128.1285,Returning,Credit Card,No,255,3.8,South,0
2023-07-29,STR_101,Mumbai,PRD_268,Home Appliances,Cleaning,Prestige,36408.87,11,400497.57,0,400497.57,Returning,Debit Card,No,430,4.2,West,0
2023-07-31,STR_104,Chennai,PRD_853,Sports,Athletics,Yonex,19643.84,27,530383.68,10,477345.31200000003,New,UPI,Yes,286,4.0,South,0
2023-06-26,STR_107,Kolkata,PRD_402,Sports,Outdoor,Decathlon,9447.9,31,292884.89999999997,20,234307.91999999998,New,Debit Card,Yes,343,4.2,East,0
2024-08-25,STR_105,Pune,PRD_135,Groceries,Beverages,Tata,20343.63,6,122061.78,5,115958.69099999999,New,Cash,No,337,3.7,West,0
2023-02-07,STR_105,Pune,PRD_295,Electronics,Accessories,Samsung,45705.0,48,2193840.0,0,2193840.0,New,Debit Card,No,489,4.0,West,0
2023-07-29,STR_102,Bangalore,PRD_483,Home Appliances,Kitchen,Whirlpool,17635.98,46,811255.08,20,649004.064,New,Debit Card,No,334,3.6,South,0
2023-06-11,STR_102,Bangalore,PRD_940,Sports,Athletics,Adidas,42879.94,18,771838.92,20,617471.136,Returning,Credit Card,No,498,4.7,South,0
2024-06-13,STR_101,Mumbai,PRD_762,Electronics,Accessories,OnePlus,39008.39,36,1404302.04,15,1193656.734,Returning,UPI,No,357,3.6,West,0
2023-01-28,STR_108,Ahmedabad,PRD_147,Fashion,Men Clothing,Levis,39791.03,10,397910.3,0,397910.3,New,Credit Card,Yes,486,3.5,West,0
2024-03-13,STR_108,Ahmedabad,PRD_286,Groceries,Snacks,Britannia,46199.7,17,785394.8999999999,0,785394.8999999999,Returning,Debit Card,Yes,327,3.6,West,0
2024-10-11,STR_103,Delhi,PRD_438,Sports,Outdoor,Reebok,29710.19,11,326812.08999999997,20,261449.672,Returning,UPI,No,132,4.8,North,0
2024-09-03,STR_104,Chennai,PRD_870,Electronics,Laptops,Samsung,32559.79,3,97679.37,0,97679.37,Returning,Cash,Yes,204,4.2,South,0
2024-05-28,STR_108,Ahmedabad,PRD_461,Groceries,Snacks,Amul,19394.53,45,872753.85,15,741840.7725,New,UPI,Yes,135,4.2,West,0
2023-11-13,STR_103,Delhi,PRD_633,Fashion,Women Clothing,Nike,36621.38,22,805670.36,10,725103.324,Returning,Credit Card,No,194,4.7,North,0
2024-09-05,STR_108,Ahmedabad,PRD_827,Home Appliances,Lighting,Prestige,19491.7,41,799159.7000000001,15,679285.745,New,Cash,No,434,4.2,West,0
2023-07-07,STR_105,Pune,PRD_048,Electronics,Laptops,Samsung,46819.21,39,1825949.19,15,1552056.8114999998,Returning,Cash,Yes,469,3.8,West,0
2024-04-14,STR_101,Mumbai,PRD_386,Home Appliances,Kitchen,Prestige,27433.54,6,164601.24,10,148141.116,Returning,Credit Card,No,127,4.2,West,0
2024-04-22,STR_105,Pune,PRD_223,Home Appliances,Kitchen,LG,34092.41,18,613663.3800000001,15,521613.8730000001,Returning,Credit Card,No,454,4.9,West,0
2024-09-27,STR_104,Chennai,PRD_819,Electronics,Accessories,Sony,38330.4,17,651616.8,10,586455.1200000001,Returning,Cash,No,287,4.4,South,0
2024-08-24,STR_107,Kolkata,PRD_994,Fashion,Men Clothing,Nike,49387.53,3,148162.59,15,125938.2015,Returning,Cash,Yes,365,4.1,East,0
2023-08-14,STR_101,Mumbai,PRD_221,Groceries,Household,Nestle,33752.74,23,776313.0199999999,15,659866.0669999999,Returning,Debit Card,No,199,4.9,West,0
2023-11-25,STR_106,Hyderabad,PRD_709,Fashion,Women Clothing,Levis,4753.63,22,104579.86,0,104579.86,Returning,Credit Card,Yes,233,4.5,South,0
2023-12-04,STR_107,Kolkata,PRD_894,Electronics,Accessories,Samsung,29217.66,17,496700.22,10,447030.198,New,Cash,No,214,3.9,East,0
2024-11-18,STR_103,Delhi,PRD_348,Fashion,Men Clothing,Nike,27114.83,8,216918.64,0,216918.64,Returning,Cash,No,214,4.2,North,0
2024-11-19,STR_106,Hyderabad,PRD_663,Groceries,Beverages,Tata,47163.61,12,565963.3200000001,5,537665.154,Returning,UPI,No,498,3.9,South,1
2023-06-15,STR_107,Kolkata,PRD_895,Electronics,Accessories,Samsung,2956.27,45,133032.15,5,126380.54249999998,Returning,Cash,Yes,155,4.9,East,0
2023-10-09,STR_101,Mumbai,PRD_180,Electronics,Mobiles,Samsung,16653.15,36,599513.4,5,569537.73,Returning,UPI,Yes,133,3.7,West,0
2024-03-22,STR_106,Hyderabad,PRD_725,Home Appliances,Cleaning,Whirlpool,30499.43,20,609988.6,15,518490.30999999994,Returning,Cash,No,74,4.3,South,0
2023-04-26,STR_102,Bangalore,PRD_273,Fashion,Men Clothing,Nike,30861.94,27,833272.38,5,791608.7609999999,Returning,UPI,No,318,4.2,South,0
2024-11-08,STR_103,Delhi,PRD_107,Electronics,Laptops,Apple,8137.24,10,81372.4,10,73235.16,New,Credit Card,No,110,4.6,North,0
2024-03-09,STR_103,Delhi,PRD_495,Sports,Outdoor,Yonex,20759.78,33,685072.74,0,685072.74,Returning,Cash,No,169,3.5,North,0
2023-04-26,STR_101,Mumbai,PRD_840,Fashion,Women Clothing,Nike,31958.32,32,1022666.24,0,1022666.24,Returning,UPI,Yes,397,4.3,West,0
2024-04-08,STR_105,Pune,PRD_857,Groceries,Beverages,Amul,13012.55,45,585564.75,20,468451.80000000005,Returning,Credit Card,No,389,4.0,West,0
2024-06-02,STR_106,Hyderabad,PRD_651,Groceries,Beverages,Tata,43066.56,44,1894928.64,5,1800182.2079999999,New,Cash,No,473,3.5,South,0
2023-01-26,STR_102,Bangalore,PRD_399,Fashion,Footwear,Puma,19483.28,30,584498.3999999999,10,526048.5599999999,Returning,Credit Card,No,320,4.2,South,0
2023-02-07,STR_107,Kolkata,PRD_619,Fashion,Women Clothing,H&M,17495.13,49,857261.37,10,771535.233,Returning,Credit Card,No,358,4.8,East,0
2023-06-19,STR_104,Chennai,PRD_907,Electronics,Accessories,Sony,22255.11,46,1023735.06,0,1023735.06,Returning,UPI,No,479,3.5,South,0
2024-06-03,STR_104,Chennai,PRD_536,Groceries,Snacks,Tata,33855.3,18,609395.4,10,548455.86,New,Debit Card,No,490,3.9,South,0
2024-04-01,STR_107,Kolkata,PRD_311,Sports,Outdoor,Yonex,36619.32,14,512670.48,0,512670.48,New,Cash,Yes,394,4.9,East,0
2024-06-28,STR_107,Kolkata,PRD_691,Electronics,Mobiles,OnePlus,49662.85,8,397302.8,20,317842.24,Returning,Debit Card,No,292,5.0,East,0
2023-09-20,STR_102,Bangalore,PRD_116,Groceries,Household,Amul,1713.63,5,8568.150000000001,5,8139.742500000001,New,UPI,Yes,190,4.1,South,0
2023-09-16,STR_101,Mumbai,PRD_067,Home Appliances,Cleaning,LG,10239.48,49,501734.51999999996,10,451561.06799999997,Returning,UPI,No,354,3.8,West,0
